trial-01,0.024749816,0.098461643,0.034904414,0.105443184,2019-06-04_15:34:42.021712,adn
experiment_real_01,0.004465461,0.042743974,0.028014254,0.094352633,2019-06-08_19:21:27.813864,adn
experiment_real_01,0.006019092,0.051713184,0.040414713,0.109755926,2019-06-08_19:23:00.569845,adn
experiment_real_01,0.003401467,0.039742427,0.031865764,0.102125078,2019-06-08_19:24:37.171400,adn
experiment_real_01,0.004694886,0.043716826,0.034173056,0.103650898,2019-06-08_19:26:15.483314,adn
experiment_real_01,0.003991591,0.040257156,0.036511187,0.102068402,2019-06-08_19:27:56.374567,adn
experiment_real_01,0.005430031,0.046222481,0.039870344,0.107789442,2019-06-08_19:29:53.336022,adn
experiment_real_01,0.003080687,0.037144313,0.039439858,0.098361,2019-06-08_19:31:46.632118,adn
experiment_real_01,0.003628958,0.041249141,0.037183259,0.108474188,2019-06-08_19:33:30.250753,adn
experiment_real_01,0.004190055,0.042689299,0.03558889,0.105402231,2019-06-08_19:35:07.816627,adn
experiment_real_01,0.007167065,0.053355612,0.037139479,0.10935653,2019-06-08_19:36:48.730456,adn
experiment_02,0.007663881,0.056495643,0.034287963,0.097024433,2019-06-10_22:54:38.628700,adn
experiment_02,0.00767609,0.056103004,0.038146563,0.097879127,2019-06-10_22:56:29.877261,adn
experiment_02,0.024574652,0.096766189,0.036969621,0.107986096,2019-06-10_23:09:29.379289,adn
experiment_02,0.024244082,0.095815644,0.037761992,0.107170085,2019-06-10_23:09:37.981753,adn
experiment_02,0.025188208,0.098997344,0.037939405,0.11995687,2019-06-10_23:09:46.604672,adn
experiment_03,0.024230146,0.097365386,0.035520592,0.100162068,2019-06-11_00:02:50.834011,adn
experiment_03,0.023871756,0.098658326,0.035508772,0.10951143,2019-06-11_00:03:06.671032,adn
experiment_03,0.025178762,0.100870948,0.03604803,0.10630075,2019-06-11_00:03:23.094126,adn
experiment_03,0.024558277,0.095679269,0.039679047,0.116426385,2019-06-11_00:16:49.279568,adn
experiment_03,0.024715024,0.094875787,0.040657884,0.137831428,2019-06-11_00:16:49.279568,adn
experiment_03,0.024311976,0.096930359,0.035894343,0.115340841,2019-06-11_00:16:49.279568,adn
experiment_03,0.024827251,0.098725176,0.038023896,0.111275047,2019-06-11_00:16:49.279568,adn
experiment_04,0.023372043,0.095705336,0.030699681,0.098585448,2019-06-11_00:19:16.308169,adn
experiment_04,0.024474787,0.098910984,0.03380294,0.104314923,2019-06-11_00:19:32.005339,adn
experiment_04,0.023478534,0.094798848,0.033502244,0.108176537,2019-06-11_00:19:48.771092,adn
experiment_06,0.004634422,0.044963552,0.039970457,0.109983752,2019-06-11_00:43:00.594652,adn
experiment_06,0.002738714,0.036029963,0.034641001,0.100571583,2019-06-11_00:45:16.625253,adn
experiment_06,0.004186957,0.043043768,0.040098403,0.111353964,2019-06-11_00:47:40.290795,adn
experiment_06,0.004524603,0.044873691,0.037782431,0.107944489,2019-06-11_00:49:58.211326,adn
experiment_06,0.006888607,0.052824487,0.039479908,0.111376785,2019-06-11_00:52:27.286660,adn
experiment_06,0.003349695,0.040863072,0.032948895,0.102438721,2019-06-11_00:54:47.044536,adn
experiment_06,0.004121485,0.044058543,0.03422692,0.095820971,2019-06-11_00:57:05.972677,adn
experiment_06,0.00337518,0.039995516,0.033239327,0.095238253,2019-06-11_00:59:24.197282,adn
experiment_06,0.004151579,0.043060979,0.036624935,0.098900229,2019-06-11_01:01:46.836140,adn
experiment_06,0.008154699,0.058669882,0.04103972,0.102996416,2019-06-11_01:04:08.994552,adn
experiment-11,0.005327841,0.04685535,0.038627967,0.115135647,2019-06-18_15:10:35.444404,adn
experiment-11,0.002883856,0.035379086,0.03204621,0.092696361,2019-06-18_15:11:53.001393,adn
experiment-11,0.003409217,0.038992305,0.034053359,0.096064828,2019-06-18_15:13:09.361042,adn
experiment-11,0.004871237,0.046719001,0.031879805,0.094495423,2019-06-18_15:14:26.578503,adn
experiment-11,0.003561655,0.039043058,0.035791002,0.108044021,2019-06-18_15:15:43.265837,adn
experiment-11,0.004048071,0.040381195,0.031305049,0.099720933,2019-06-18_15:17:02.897484,adn
experiment-11,0.004271383,0.042149273,0.030394268,0.093736947,2019-06-18_15:18:20.561468,adn
experiment-11,0.002911751,0.037515366,0.030090766,0.093818687,2019-06-18_15:19:39.882300,adn
experiment-11,0.00276291,0.033148059,0.036672648,0.104308628,2019-06-18_15:20:57.976363,adn
experiment-11,0.003087388,0.036957742,0.030508157,0.099558311,2019-06-18_15:22:16.864772,adn
itai-01,0.003546476,0.038663097,0.037925337,0.102728099,2019-06-25_11:40:26.774707,adn
experiment-11,0.002590387,0.033513818,0.038985286,0.107187025,2019-06-25_14:40:56.590950,adn
bismillah-lulus,0.0038081158503988073,0.04125026797777728,0.04069950804114342,0.10463502258062363,2019-08-02_08:55:43.008018,user
bismillah,0.006511578826527847,0.05339832939207554,0.030770355835556984,0.0992329865694046,2019-08-05_09:47:35.382641,user
