Project :,experiment_real_01
RGB
Train Loss,Train Mae,Val Loss,Val Mae
0.009135626714774652,0.0604519125466284,0.03343840315937996,0.0960162952542305
0.008048305187472387,0.05502970987244656,0.03531763702630997,0.09298890084028244
0.007674378987499758,0.05375117669372182,0.04199625551700592,0.10994437336921692
0.004827351053245365,0.04599634371697903,0.035477057099342346,0.09858255833387375
0.0065558781994408686,0.054776945121978456,0.03301413357257843,0.09444436430931091
0.006251055904124912,0.052894057470716925,0.03574303097345612,0.10469847782091661
0.007610508304481444,0.057327933687912794,0.03557819839228283,0.10750428654930809
0.007224824632468977,0.05524985082447529,0.02967367321252823,0.09124075621366501
0.00454844576551726,0.04445465336504736,0.0355384387075901,0.1005169078707695
0.007794760059761373,0.05566585005113953,0.031159937381744385,0.08898499608039856

RGB + HSV
Train Loss,Train Mae,Val Loss,Val Mae
0.004568370220888602,0.04610399045050144,0.03581253066658974,0.09972997009754181
0.0031097840260420192,0.03858936868215862,0.04122067615389824,0.11178484559059143
0.003530864627100527,0.04072022096891152,0.03300189260732044,0.09618298573927446
0.004360481323429236,0.042892828720964886,0.040806859731674194,0.11441335827112198
0.003877799255822442,0.04279744380006665,0.04101154953241348,0.11321860551834106
0.004213545468978976,0.04441619264452081,0.03660020977258682,0.10898545384407043
0.003938764328823278,0.042813590070918985,0.03237152472138405,0.09500496834516525
0.003655514223991256,0.04102375819102714,0.03638651221990585,0.10007474571466446
0.0037292103099293614,0.040423099853490525,0.034227063371376557,0.0882388482039625
0.0056926578332326914,0.04928569593711903,0.03158921003341675,0.09143058955669403
0.0056160231182155644,0.05072903215493026,0.03641684353351593,0.10599177330732346

RGB + LAB
Train Loss,Train Mae,Val Loss,Val Mae
0.0048898744911543635,0.045752801804950366,0.03368400138887492,0.0971990092234178
0.007054700692625422,0.053364501344530205,0.03696666657924652,0.09832174330949783
0.007758439626348646,0.055635487268629824,0.03241545334458351,0.08932287991046906
0.007632561721593926,0.05417914655255644,0.03981782868504524,0.10797440260648727
0.00539648275773384,0.04833431645835701,0.03252236917614937,0.09734167903661728
0.010267812165578729,0.0642337448110706,0.04228755459189415,0.11287348717451096
0.011140064730946172,0.06883468816154882,0.029482418671250343,0.09046349674463272
0.008986256992150294,0.0609303523835383,0.03370630368590355,0.09680409729480743
0.007393305350438153,0.05418900586664677,0.0372035913169384,0.10394386947154999
0.0095008113936178,0.06002588379932077,0.03668441792780703,0.10484966906634244

RGB + YCbCr
0.0060179632108070345,0.05010594111916266,0.03283913806080818,0.09384496510028839
0.009478716706661018,0.06147530990603723,0.03639916330575943,0.10277802497148514
0.005712045959540103,0.048163615657310734,0.035964628850871865,0.0990246290510351
0.006894725887104869,0.05002771504223347,0.035508763045072556,0.09752002358436584
0.005755037233527553,0.051445720148713965,0.030599480494856834,0.09015762060880661
0.015898378982551788,0.08256146798008367,0.026557572185993195,0.09169912338256836
0.005322174759777753,0.04592000644065832,0.035998985171318054,0.09919240325689316
0.006105175849638487,0.05290650578313752,0.03804046728394248,0.10642480443824422
0.010323807043268492,0.06523188425129965,0.04129929468035698,0.11103258281946182
0.008306277999164242,0.058523225686267805,0.02984577976167202,0.09739715605974197
0.005068373035541491,0.04631740360667831,0.033224429935216904,0.0937502384185791
0.0055117102781016575,0.04850549719443447,0.03324521705508232,0.09196030348539352

HSV
0.002684980879635795,0.0351878633526595,0.03540066257119179,0.10679884254932404
0.0026118364424052598,0.0345798708400444,0.03225937858223915,0.10207054018974304
0.0029561351102433708,0.03723412584513426,0.03530367836356163,0.10259220004081726
0.0022793242836518113,0.03184757252272807,0.03479904308915138,0.09661919623613358
0.0035052562340799915,0.03943064365732042,0.0322805792093277,0.1005294993519783
0.003404935031492067,0.03888106355933767,0.03660013526678085,0.11580213904380798
0.0023371698880126995,0.03435488596166435,0.037785932421684265,0.11226512356237932
0.0036348034872820505,0.038765846506545416,0.03412583842873573,0.1110641285777092
0.0030559073986583633,0.03564694469892665,0.02870202623307705,0.09778913855552673
0.0030264295410904053,0.037070152339966675,0.039693716913461685,0.11344604939222336
0.0026825915109121093,0.0340766841545701,0.03304273262619972,0.10708852112293243
0.0030611606388303795,0.03709270185545871,0.030708883465691048,0.09394015304066917

HSV + LAB
0.003962768702522704,0.04044223376794865,0.03313482281836597,0.10063132982362401
0.004013339452151405,0.041742755237378575,0.03685782477259636,0.10536937415599823
0.0038960656310480677,0.041223483120924546,0.0380309596657753,0.10521936416625977
0.004643404797503823,0.04274380409011715,0.029689542949199677,0.09661304950714111
0.0044040860706254055,0.04371868730767777,0.043208301067352295,0.12848399579524994
0.002702244365661356,0.034728177303546354,0.03460615500807762,0.11285166442394257
0.0061063937279150675,0.050949235848690336,0.03686554357409477,0.10223650932312012
0.003294958669300142,0.036483904601711976,0.03131088986992836,0.10008028149604797
0.004022714306943511,0.04244022539963848,0.028095364570617676,0.09696188569068909
0.0045100208298352205,0.044124577841476394,0.03561476245522499,0.10759525746107101

HSV + YCbCr
0.0030579554934152646,0.03529084832652619,0.032983966171741486,0.10193298012018204
0.0030984273070077365,0.03785757690079902,0.03597758608785542,0.10104679451747374
0.0044384234082443935,0.04407825815050225,0.03690637648105621,0.10935120284557343
0.0028468066213750524,0.03705353746680837,0.030218569561839104,0.10011003166437149
0.004380412323792514,0.041892048755758686,0.035379160195589066,0.1051860973238945
0.003090547223109752,0.036535140332814894,0.02565702609717846,0.09404389560222626
0.012229485167680602,0.07281595160694498,0.0375910834832625,0.11007476259361614
0.003913881344181534,0.040373765265471054,0.03939026594161987,0.11460031569004059
