trial-01,0.029821531,0.110876607,0.046510775,0.135472102,2019-06-04_15:30:32.815795,adn
experiment_real_01,0.019564033,0.089117433,0.032638285,0.104234807,2019-06-08_21:45:56.905080,adn
experiment_real_01,0.014218537,0.074895377,0.031701483,0.102252528,2019-06-08_21:48:02.022187,adn
experiment_real_01,0.012906887,0.07332033,0.034372546,0.099377863,2019-06-08_21:50:05.119403,adn
experiment_real_01,0.01312575,0.072981227,0.030218154,0.099496476,2019-06-08_21:51:53.527577,adn
experiment_real_01,0.011345921,0.065593704,0.033424977,0.099344302,2019-06-08_21:53:59.406723,adn
experiment_real_01,0.016011736,0.078985406,0.029770674,0.093085654,2019-06-08_21:56:03.359326,adn
experiment_real_01,0.014473908,0.073532421,0.03697785,0.103758283,2019-06-08_21:58:24.060969,adn
experiment_real_01,0.012886553,0.073963203,0.038730976,0.112288317,2019-06-08_22:00:35.619733,adn
experiment_real_01,0.012403896,0.070360747,0.029974151,0.096277207,2019-06-08_22:02:48.342321,adn
experiment_real_01,0.015386144,0.082440853,0.033254687,0.101639077,2019-06-08_22:04:56.730614,adn
experiment_06,0.013897251,0.07383906,0.038589563,0.118826836,2019-06-11_03:43:46.877722,adn
experiment_06,0.015755896,0.077623251,0.034043573,0.104922056,2019-06-11_03:46:49.985213,adn
experiment_06,0.009922831,0.064073782,0.029679863,0.089176208,2019-06-11_03:49:42.904149,adn
experiment_06,0.015484965,0.075272783,0.026799213,0.096893311,2019-06-11_03:52:35.316881,adn
experiment_06,0.01365599,0.073175791,0.029798506,0.093025573,2019-06-11_03:55:26.379720,adn
experiment_06,0.00937366,0.064904276,0.032690562,0.111310668,2019-06-11_03:58:18.954785,adn
experiment_06,0.01511567,0.07859737,0.035932377,0.107587807,2019-06-11_04:01:12.441832,adn
experiment_06,0.014105397,0.076250074,0.031609263,0.102612689,2019-06-11_04:04:06.548942,adn
experiment_06,0.014346981,0.073252293,0.026227571,0.093106516,2019-06-11_04:07:00.216119,adn
experiment_06,0.014350547,0.075873057,0.032070179,0.106045462,2019-06-11_04:09:54.665336,adn
experiment-11,0.010311368,0.065373118,0.032978501,0.103486612,2019-06-18_19:20:14.423819,adn
experiment-11,0.014146166,0.075735872,0.042577803,0.118082017,2019-06-18_19:21:55.859430,adn
experiment-11,0.011070892,0.065380594,0.032935079,0.09042459,2019-06-18_19:23:35.177417,adn
experiment-11,0.011730669,0.066333071,0.036952212,0.104905508,2019-06-18_19:25:15.308790,adn
experiment-11,0.013798391,0.073572947,0.033818964,0.101643912,2019-06-18_19:26:56.858517,adn
experiment-11,0.01697665,0.080864406,0.041658103,0.113695018,2019-06-18_19:28:37.703979,adn
experiment-11,0.011407732,0.068586912,0.046089448,0.11190851,2019-06-18_19:30:19.321166,adn
experiment-11,0.012927823,0.07237316,0.033924717,0.101207994,2019-06-18_19:32:03.702040,adn
experiment-11,0.011836212,0.073203159,0.037712183,0.099992707,2019-06-18_19:33:46.796644,adn
experiment-11,0.013132505,0.073193251,0.03589122,0.099156491,2019-06-18_19:35:30.850669,adn
