trial-01,0.0272901,0.106580117,0.043649521,0.117231531,2019-06-04_15:29:45.781015,adn
experiment_real_01,0.003057955,0.035290848,0.032983966,0.10193298,2019-06-08_00:40:53.540659,adn
experiment_real_01,0.003098427,0.037857577,0.035977586,0.101046795,2019-06-08_00:43:01.211838,adn
experiment_real_01,0.004438423,0.044078258,0.036906376,0.109351203,2019-06-08_00:45:08.956262,adn
experiment_real_01,0.002846807,0.037053537,0.03021857,0.100110032,2019-06-08_00:53:23.791523,adn
experiment_real_01,0.004380412,0.041892049,0.03537916,0.105186097,2019-06-08_00:59:01.986449,adn
experiment_real_01,0.003090547,0.03653514,0.025657026,0.094043896,2019-06-08_01:01:02.721654,adn
experiment_real_01,0.012229485,0.072815952,0.037591083,0.110074763,2019-06-08_01:03:47.512674,adn
experiment_real_01,0.003913881,0.040373765,0.039390266,0.114600316,2019-06-08_01:08:56.688300,adn
experiment_real_01,0.006529054,0.053322257,0.034166568,0.10019,2019-06-08_01:11:14.636742,adn
experiment_real_01,0.00776155,0.055761745,0.032211218,0.093144566,2019-06-08_01:13:18.382045,adn
experiment_06,0.003087685,0.035593515,0.030386936,0.097198138,2019-06-11_14:31:09.592977,adn
experiment_06,0.003710114,0.041921671,0.028372128,0.099465877,2019-06-11_14:32:40.410237,adn
experiment_06,0.004704317,0.044014995,0.035280395,0.10543146,2019-06-11_14:34:06.232397,adn
experiment_06,0.003755219,0.03885196,0.038743708,0.109214954,2019-06-11_14:35:24.939613,adn
experiment_06,0.002838445,0.03656761,0.035655454,0.102797225,2019-06-11_14:36:45.139280,adn
experiment_06,0.002591713,0.033668081,0.032438304,0.102271296,2019-06-11_14:38:04.012258,adn
experiment_06,0.003005699,0.037027591,0.034177087,0.107465096,2019-06-11_14:39:23.497456,adn
experiment_06,0.00418374,0.043792277,0.032847885,0.103648514,2019-06-11_14:40:43.306294,adn
experiment_06,0.003719203,0.040840192,0.038398165,0.106080544,2019-06-11_14:42:02.810655,adn
experiment_06,0.002825137,0.034080231,0.037844423,0.110618643,2019-06-11_14:43:22.043496,adn
experiment-11,0.003294054,0.038255183,0.03606236,0.101913169,2019-06-18_13:37:01.892526,adn
experiment-11,0.005559609,0.048246382,0.033618376,0.10837508,2019-06-18_13:38:36.757755,adn
experiment-11,0.003232299,0.038368106,0.041079972,0.118463039,2019-06-18_13:40:14.142219,adn
experiment-11,0.003043219,0.036674312,0.03465366,0.097450666,2019-06-18_13:41:50.452744,adn
experiment-11,0.00440419,0.043614433,0.035425097,0.104644254,2019-06-18_13:43:30.201741,adn
experiment-11,0.002361415,0.033081629,0.03250578,0.104438044,2019-06-18_13:45:06.661982,adn
experiment-11,0.006679706,0.051719083,0.029336195,0.088144846,2019-06-18_13:46:41.991804,adn
experiment-11,0.003515611,0.038003905,0.034533076,0.097090274,2019-06-18_13:48:19.286611,adn
experiment-11,0.004564061,0.045208168,0.028297506,0.092494316,2019-06-18_13:49:56.658946,adn
experiment-11,0.002565002,0.033214076,0.02795285,0.099281885,2019-06-18_13:51:33.381431,adn
