Project :,experiment-11
RGB
Train Loss,Train Mae,Val Loss,Val Mae
0.004931394,0.045840849,0.039053451,0.10850203
0.005797766,0.049601547,0.031820521,0.088702552
0.006179603,0.051954631,0.034052834,0.097539902
0.006963249,0.053595306,0.038995276,0.100703617
0.007414695,0.05372149,0.036959842,0.10353823
0.007217087,0.053353779,0.035460826,0.105920799
0.006538127,0.051000001,0.032103177,0.098279648
0.006747075,0.053138369,0.041092483,0.112750647
0.008008617,0.057842953,0.037299216,0.108306438
0.009685472,0.061572372,0.030262213,0.090745896

RGB + HSV
Train Loss,Train Mae,Val Loss,Val Mae
0.004477207,0.041475912,0.033345208,0.099973626
0.003483438,0.038434947,0.040830612,0.112665325
0.003078754,0.038590356,0.036659721,0.109878294
0.00430691,0.044397039,0.032960404,0.098730929
0.003037231,0.03659635,0.03044969,0.096154332
0.003178184,0.036617675,0.030754285,0.090298943
0.003337502,0.039428317,0.035637617,0.113287643
0.003211327,0.038035362,0.033869278,0.104789093
0.003467555,0.038501986,0.034308933,0.105069876
0.003699652,0.040600276,0.038335089,0.113029122

RGB + LAB
Train Loss,Train Mae,Val Loss,Val Mae
0.00797104,0.056167731,0.033127438,0.087245397
0.00699299,0.056134221,0.038652979,0.108936362
0.010844427,0.062593896,0.032222047,0.088277116
0.012850939,0.071379667,0.036139522,0.111835867
0.00577528,0.048419548,0.040808186,0.108038761
0.007245038,0.058231493,0.033088867,0.091577061
0.005837301,0.048840704,0.032134172,0.09777239
0.010548293,0.0617555,0.034521654,0.096745439
0.003702105,0.041448717,0.028192878,0.089013835
0.008078619,0.056673116,0.02668125,0.081932776

RGB + YCbCr
0.009319501,0.06001544,0.03553433,0.098293044
0.008424533,0.059116935,0.037817981,0.104134493
0.008134692,0.056625784,0.030867847,0.101096675
0.004134033,0.041594418,0.03629506,0.106032111
0.011254184,0.066483572,0.028656374,0.094061265
0.009017869,0.061857593,0.029518802,0.097441832
0.007578499,0.055586575,0.035135452,0.098504238
0.006745082,0.053908135,0.037646819,0.106211312
0.006996177,0.052419399,0.027379157,0.091389067
0.006030651,0.048132692,0.035650428,0.102297217

HSV
0.00288368,0.036063595,0.031896468,0.098678201
0.002590577,0.032871316,0.033439446,0.101606302
0.00311631,0.035827702,0.034903392,0.108154066
0.00267015,0.035935993,0.035070842,0.105517383
0.002822396,0.035674967,0.027257336,0.09553998
0.002174372,0.031863406,0.034738686,0.101711988
0.003112257,0.038009173,0.029496543,0.094487675
0.003224483,0.037954069,0.034499142,0.105206326
0.003102123,0.036966244,0.029658578,0.094487898
0.004174454,0.040914917,0.032537792,0.106906056

HSV + LAB
0.005237057,0.047985308,0.031111958,0.10275922
0.004159516,0.0416789,0.03140432,0.102627113
0.005232091,0.045165966,0.040626984,0.12168122
0.002230042,0.032979235,0.029155493,0.092407018
0.004126076,0.041264029,0.034822593,0.109043946
0.006607312,0.049752391,0.044739436,0.12481603
0.004331977,0.041880979,0.026242353,0.098800249
0.003410746,0.038765072,0.028452927,0.094686002
0.004203729,0.043075611,0.032770708,0.108487651
0.003431263,0.039740262,0.030067217,0.09866938

HSV + YCbCr
0.003294054,0.038255183,0.03606236,0.101913169
0.005559609,0.048246382,0.033618376,0.10837508
0.003232299,0.038368106,0.041079972,0.118463039
0.003043219,0.036674312,0.03465366,0.097450666
0.00440419,0.043614433,0.035425097,0.104644254
0.002361415,0.033081629,0.03250578,0.104438044
0.006679706,0.051719083,0.029336195,0.088144846
0.003515611,0.038003905,0.034533076,0.097090274
0.004564061,0.045208168,0.028297506,0.092494316
