itai-01,0.025846966,0.100742424,0.037794991,0.118578859,2019-05-29_22:34:43.236079,adn
sand-01,0.024288088,0.102225788,0.042034712,0.112464421,2019-05-30_20:54:02.010569,adn
sand-01,0.02581714,0.101070091,0.033446504,0.119732518,2019-05-30_20:54:22.898348,adn
trial-01,0.026364107,0.107506574,0.03857914,0.113593584,2019-06-04_15:29:29.825158,adn
experiment_real_01,0.003962769,0.040442234,0.033134823,0.10063133,2019-06-08_00:02:36.538828,adn
experiment_real_01,0.004013339,0.041742755,0.036857825,0.105369374,2019-06-08_00:05:40.275396,adn
experiment_real_01,0.003896066,0.041223483,0.03803096,0.105219364,2019-06-08_00:09:57.511533,adn
experiment_real_01,0.004643405,0.042743804,0.029689543,0.09661305,2019-06-08_00:11:56.833988,adn
experiment_real_01,0.004404086,0.043718687,0.043208301,0.128483996,2019-06-08_00:14:09.457791,adn
experiment_real_01,0.002702244,0.034728177,0.034606155,0.112851664,2019-06-08_00:16:14.194030,adn
experiment_real_01,0.006106394,0.050949236,0.036865544,0.102236509,2019-06-08_00:18:43.148338,adn
experiment_real_01,0.003294959,0.036483905,0.03131089,0.100080281,2019-06-08_00:20:56.245137,adn
experiment_real_01,0.004022714,0.042440225,0.028095365,0.096961886,2019-06-08_00:24:15.921568,adn
experiment_real_01,0.004510021,0.044124578,0.035614762,0.107595257,2019-06-08_00:29:47.863589,adn
experiment_06,0.005183436,0.047517524,0.03236023,0.106738694,2019-06-11_11:00:13.614268,adn
experiment_06,0.004786231,0.043598691,0.030180145,0.093931653,2019-06-11_11:03:55.308188,adn
experiment_06,0.003024482,0.037539881,0.030829869,0.101723768,2019-06-11_11:07:38.670164,adn
experiment_06,0.002786444,0.034725459,0.028263839,0.096307643,2019-06-11_11:11:23.429382,adn
experiment_06,0.003246841,0.037100162,0.030707028,0.0972107,2019-06-11_11:15:12.933737,adn
experiment_06,0.006288799,0.049326547,0.029652249,0.096224979,2019-06-11_11:18:58.781420,adn
experiment_06,0.008328922,0.059252597,0.037920523,0.114903577,2019-06-11_11:22:44.803604,adn
experiment_06,0.003904773,0.040630805,0.032602485,0.102385134,2019-06-11_11:26:31.088736,adn
experiment_06,0.025848858,0.100311034,0.044214204,0.118763298,2019-06-11_11:30:17.949511,adn
experiment_06,0.007845743,0.056444092,0.030081984,0.100894457,2019-06-11_11:34:05.412036,adn
itai-01,0.002942426,0.036859523,0.031526288,0.100734095,2019-06-18_00:56:21.442000,adn
experiment-10,0.00396751,0.040640421,0.034591291,0.098324753,2019-06-18_11:21:35.079185,adn
experiment-10,0.00396751,0.040640421,0.034591291,0.098324753,2019-06-18_11:21:35.079185,adn
experiment-11,0.005237057,0.047985308,0.031111958,0.10275922,2019-06-18_12:43:46.393113,adn
experiment-11,0.004159516,0.0416789,0.03140432,0.102627113,2019-06-18_13:19:58.485776,adn
experiment-11,0.005232091,0.045165966,0.040626984,0.12168122,2019-06-18_13:21:30.880333,adn
experiment-11,0.002230042,0.032979235,0.029155493,0.092407018,2019-06-18_13:23:04.072643,adn
experiment-11,0.004126076,0.041264029,0.034822593,0.109043946,2019-06-18_13:24:34.715336,adn
experiment-11,0.006607312,0.049752391,0.044739436,0.12481603,2019-06-18_13:26:06.227264,adn
experiment-11,0.004331977,0.041880979,0.026242353,0.098800249,2019-06-18_13:27:38.599092,adn
experiment-11,0.003410746,0.038765072,0.028452927,0.094686002,2019-06-18_13:29:10.718863,adn
experiment-11,0.004203729,0.043075611,0.032770708,0.108487651,2019-06-18_13:30:44.453639,adn
experiment-11,0.003431263,0.039740262,0.030067217,0.09866938,2019-06-18_13:32:17.149313,adn
